13417,"Latitude","Longitude"
"PWG",31.49,97.32
"5TA2",31.45,97.25
"31TX",31.6,97.33
"TA57",31.62,96.99
"2TS3",31.68,97.24
"CNW",31.64,97.07
"ACT",31.61,97.23
"TE92",31.59,97.37
"73F",31.62,97.02
"75TE",31.75,97.25
"3XS8",30.13,95.9
"4XS0",29.93,95.96
"9TS3",30.15,95.97
"37X",29.99,95.93
"TS03",32.06,97.74
"74TE",32.06,97.79
"8XS9",29.96,98.79
"56TX",30.01,96.76
"60TA",32.33,96.95
"51TE",32.47,97.79
"54TA",32.3,96.87
"TE72",32.33,96.84
"TA60",32.39,96.78
"25XS",32.49,96.85
"6TE7",34.84,101.58
"08TX",32.86,97.75
"XA86",32.57,97.8
"6TA7",32.83,97.78
"F78",32.57,97.87
"54TS",32.81,99.85
"WEA",32.75,97.68
"TA19",32.67,97.78
"99XS",32.68,97.81
"58TX",32.65,97.93
"57XS",30.7,97.56
"F06",34.85,100.2
"T65",26.18,97.97
"40TS",31.77,97.13
"45TX",31.75,97.1
"66XS",33.4,96.49
"41TS",33.38,96.45
"94R",29.27,96.01
"61XS",29.32,96.02
"ARM",29.25,96.15
"T59",35.45,100.2
"96TS",32.22,95.2
"36TX",33.72,96.86
"69XS",33.75,96.83
"T29",33.63,96.94
"68XS",33.72,96.87
"TA80",33.89,96.93
"37XS",32,97.42
"F50",31.93,97.36
"78TE",32.02,97.33
"TS47",32.97,98.01
"29TA",33.87,98.65
"CWC",33.86,98.49
"SPS",33.99,98.49
"7TX0",33.83,98.57
"F14",33.95,98.62
"4XS5",31.12,93.8
"1TE6",35.12,102.19
"97TS",30.48,95.54
"4XS6",30.39,98.66
"76F",32.68,95.98
"4XS9",30.1,98.16
"70XS",29.99,98.04
"3TS1",30.01,98.04
"4XS8",29.97,98.12
"TE08",32.15,100.16
"INK",31.78,103.2
"TE73",29.86,94.35
"5XS3",29.77,94.26
"T90",29.8,94.43
"F51",32.94,95.28
"TA61",32.47,95.17
"98TS",32.42,95
"5TA6",31.93,99.89
"77F",31.95,99.99
"41TX",33.37,96.08
"42TX",33.32,96.07
"80XS",33.64,97
"09R",30.78,94.46
"XS48",32.95,95.58
"9XS0",29.1,96.96
"5TA3",29.36,97.14
"T85",29.31,97.14
"APY",26.97,99.25
"UT24",37.49,112.65
"UT00",37.47,112.62
"U52",38.23,112.68
"UT82",37.71,113.65
"BDG",37.58,109.48
"66V",37.25,109.63
"BTF",40.87,111.93
"BMC",41.55,112.06
"2UT3",41.49,112.59
"BCE",37.71,112.15
"UT08",40.43,111.93
"CDC",37.7,113.1
"UT80",37.63,113.16
"UT10",40.36,112.02
"UT41",40.34,112
"UT99",40.24,112.09
"UT42",39.15,109.15
"DTA",39.38,112.51
"UT49",39.46,112.66
"U69",40.19,110.38
"2UT2",37.52,112.64
"DPG",40.2,112.94
"33U",40.92,109.39
"17U",40.26,112.02
"1L7",37.75,111.57
"FOM",38.96,112.36
"UT83",40.26,110.86
"UT74",37.65,110.17
"UT70",38.97,114.04
"U07",37.55,110.71
"U34",38.96,110.23
"UT09",39.48,110.15
"U96",37.44,110.57
"HVE",38.42,110.7
"UT03",37.89,110.38
"UT97",38.16,110.29
"UT26",37.58,112.39
"36U",40.48,111.43
"69V",39.36,110.92
"1L8",37.14,113.31
"UT47",37.1,113.31
"UT65",40,113.98
"UT79",40.42,109.34
"99UT",40.35,109.4
"U13",38.25,112.23
"UT30",37.34,112.22
"KNB",37.01,112.53
"UT43",37.64,113.25
"01UT",38.31,109.4
"UT54",37.25,113.33
"38U",38.36,111.6
"LGU",41.79,111.85
"02UT",41.37,113.84
"UT28",37.98,113.46
"40U",40.99,109.68
"41U",39.33,111.61
"03UT",37.12,109.99
"MLF",38.43,113.01
"CNY",38.76,109.75
"UT75",38.53,109.98
"UT53",38.49,109.45
"UT68",38.47,109.66
"U43",37.94,109.35
"UT59",38.18,109.74
"UT25",37.02,110.2
"42U",41.15,111.77
"43U",39.52,111.48
"04UT",37.01,110.8
"U14",39.74,111.87
"HIF",41.12,111.97
"OGD",41.2,112.01
"05UT",37.03,110.32
"U55",37.85,112.39
"UT17",37.93,112.33
"UT15",37.93,112.77
"1L9",37.86,112.82
"PUC",39.61,110.75
"PVU",40.22,111.72
"UT69",40.18,109.67
"RIF",38.74,112.1
"74V",40.28,110.05
"44U",39.03,111.84
"SLC",40.79,111.98
"U42",40.62,111.99
"UT13",40.56,112.01
"U77",40.14,111.66
"SGU",37.09,113.59
"TVY",40.61,112.35
"UT29",41.73,112.19
"UT67",40.44,109.85
"UT07",40.43,109.59
"VEL",40.44,109.51
"ENV",40.72,114.03
"32VA",36.68,81.93
"VJI",36.69,82.03
"00VA",36.58,79
"VA64",37.42,77.95
"2VA3",37.32,77.87
"VG06",37.73,79.08
"93VA",37.54,79.02
"94VA",37.26,78.85
"10VA",37.39,78.81
"98VA",38.94,77.54
"VG23",38.93,77.56
"4VA5",37.66,78.92
"4VG2",37.86,77.55
"VG24",37.78,77.49
"4VA6",37.88,75.51
"25VA",37.82,77.1
"VG18",38.82,78.77
"20VG",37.29,79.45
"0VA1",37.23,79.59
"91VA",37.33,79.4
"VG25",37.35,79.57
"61VA",39.24,78.01
"01VA",39.13,77.93
"VA10",37.28,80.3
"BCB",37.21,80.41
"BKT",37.07,77.96
"VG56",37.81,75.6
"20VA",38.08,77.49
"23VG",36.71,78.43
"VG28",36.55,77.19
"VBW",38.37,78.96
"8VA1",38.45,78.19
"0V4",37.14,79.02
"23VA",37.56,78.62
"57VA",37.45,78.68
"8VA4",37.67,78.7
"7W4",37.97,77.75
"3VG3",37.94,76.35
"70VA",37.08,79.83
"46VA",37.82,78.05
"8VA2",38.01,76.56
"58VA",38.6,77.65
"VG33",37.15,75.96
"VG39",37.22,76.01
"VG30",37.23,75.98
"VG09",37.23,75.98
"VA14",36.74,77.26
"VA15",37.66,78.05
"VA66",38.61,77.57
"VA16",38.88,77.48
"VA18",37.97,78.68
"CHO",38.14,78.45
"VA19",37.95,78.37
"CXE",36.79,78.5
"1VA8",36.86,78.41
"VA25",36.76,78.36
"24VA",37.29,76
"21VA",37.3,75.94
"VA59",36.64,76.15
"VA11",36.81,81.7
"W63",36.6,78.56
"VG34",36.58,78.5
"12VA",37.79,79.77
"07VA",36.82,78.78
"VA23",38.12,76.61
"VA93",38.91,78.65
"VA24",37.41,78.96
"W81",37.18,78.1
"VA27",36.56,80.14
"VA26",36.65,80.12
"87VA",38.08,78.7
"VA28",37.12,78.64
"88VA",38.37,77.99
"VA30",38.53,77.96
"CJR",38.53,77.86
"02VA",38.44,77.86
"NDY",38.33,77.04
"95VA",36.62,79.36
"DAN",36.57,79.34
"PSK",37.14,80.68
"44VA",37.73,79.81
"VG00",37.37,75.95
"89VA",38.52,78.52
"VA32",38.8,78.57
"2VA1",37.9,76.36
"EMV",36.69,77.48
"VA34",37.28,78.45
"FVX",37.36,78.44
"05VA",37.22,78.42
"NFE",36.69,76.13
"VA04",37.49,79.93
"VA83",37.52,79.85
"VA06",36.99,80.45
"W90",37.27,79.34
"VA36",37.74,78.27
"APH",38.07,77.32
"DAA",38.72,77.18
"FAF",37.13,76.61
"FKN",36.7,76.9
"5VA5",38.4,77.32
"VA42",38.36,77.45
"EZF",38.27,77.45
"FRR",38.92,78.25
"HLX",36.77,80.82
"VA63",37.68,79.42
"92VA",37.34,76.56
"0VA9",37.45,76.45
"VA44",37.72,77.88
"GVE",38.16,78.17
"48VA",39.29,78.35
"VA46",39.3,78.36
"06VA",38.25,78.86
"GDY",37.23,82.13
"33VA",36.78,79.05
"LFI",37.08,76.36
"VA50",37.72,77.3
"2VG3",38.55,78.87
"VA52",38.49,78.95
"14VA",39.23,77.75
"00VI",36.66,80.5
"2VA8",36.68,76.83
"62VA",36.67,76.73
"VG42",37.25,77.15
"HSP",37.95,79.83
"0VA2",37.8,79.77
"VA56",37,76.83
"0VG",36.65,83.22
"W31",36.96,78.19
"VG01",37.06,78.56
"VA31",37.76,76.35
"5VA9",37.69,76.32
"VA08",37.72,76.36
"VA57",38.25,77.22
"LVL",36.77,77.79
"3VA5",39.03,77.63
"JYO",39.08,77.56
"LKU",38.01,77.97
"VA61",39.26,77.66
"VA62",39.26,77.66
"VA96",37.83,78.73
"8VA6",37.74,78.96
"1VA3",37.66,78.95
"VG52",37.84,78.82
"W45",38.67,78.5
"W24",37.38,79.12
"VA65",37.39,79.32
"LYH",37.33,79.2
"3VG2",37.39,75.89
"VG43",38.31,78.1
"VA71",38.65,77.53
"HEF",38.72,77.52
"VG57",38.61,77.58
"51VA",38.72,77.63
"0VA8",37.29,77.79
"0VI1",37.69,77.1
"0VA3",37.7,77.1
"MKJ",36.9,81.35
"MTV",36.63,80.02
"VA72",36.6,80.04
"4VA1",36.69,79.67
"VA12",36.65,79.8
"6VA2",36.74,79.85
"9VA1",37.41,76.39
"VA73",37.24,77.49
"VA58",38.91,78.44
"MFV",37.65,75.76
"VA79",38.95,77.75
"53VA",38.63,77.76
"VA81",37.95,77.9
"VA68",37.12,79.6
"2VA0",37.11,79.61
"W91",37.11,79.59
"1VG2",38.13,76.69
"VA85",37.48,80.1
"VG19",37.99,75.59
"9VA4",38.69,78.63
"8W2",38.66,78.71
"PHF",37.13,76.49
"CPK",36.67,76.32
"PVG",36.78,76.45
"ORF",36.89,76.2
"NGU",36.94,76.29
"11VG",38.21,77
"VA91",37.7,75.73
"VA92",37.72,75.79
"VG20",37.68,75.71
"90VA",38.22,78.21
"OMH",38.25,78.05
"2VG7",38.16,77.85
"77VA",37.89,78.29
"9VA3",37.76,75.57
"VG16",36.63,80.17
"PTB",37.18,77.51
"VA94",37.54,77.89
"VA95",37.6,77.8
"NYG",38.5,77.31
"W96",37.5,77.13
"7VA5",37.19,78.83
"VA98",37.83,76.27
"6VA0",37.82,76.32
"29VA",38.53,77.74
"VG07",38.54,77.83
"VG12",38.33,77.87
"JFZ",37.06,81.8
"FCI",37.41,77.52
"4VA8",37.61,77.3
"4VA3",37.43,77.39
"80VA",37.79,77.82
"RIC",37.51,77.32
"0VA5",37.69,77.66
"OFP",37.71,77.44
"VA02",36.59,79.89
"4VA9",38.57,77.92
"ROA",37.33,79.98
"VG58",36.95,79.8
"81VA",37.12,79.79
"VG53",37.04,79.8
"VG40",36.88,79.85
"0VA4",36.95,79.88
"VA13",37.27,79.04
"1VA0",37.63,77.75
"6VA4",37.28,80.07
"2VA6",37.62,76.6
"W75",37.6,76.45
"99VA",37.8,78.47
"1VA5",37.27,76.39
"31VA",37.02,76.59
"3VG7",38.48,77.61
"1VA7",36.67,78.72
"3VG9",36.7,79.13
"W78",36.71,78.85
"AVC",36.69,78.05
"19VA",36.89,82.3
"1VA9",38.43,77.47
"RMN",38.4,77.46
"SHD",38.26,78.9
"VA00",37.93,79.18
"VA17",39.04,78.39
"1VA1",36.74,80.45
"SFQ",36.68,76.6
"VA33",37.04,76.77
"2VA2",37.15,76.79
"VG05",37.88,78.06
"TGI",37.83,76
"XSA",37.86,76.89
"VA07",37.1,81.37
"2VG2",38.97,77.87
"2VA5",37.63,76.57
"82VA",38.17,78.97
"3VG4",36.56,76.12
"NTU",36.82,76.03
"42VA",36.68,76.03
"AKQ",36.99,77
"WAL",37.94,75.47
"9VA0",38.05,79.73
"97VA",38.21,79.71
"2VA9",38.76,77.79
"3VA2",38.62,77.79
"3VA0",38.78,77.91
"3VA3",38.55,77.72
"15VA",38.72,77.9
"3VA1",38.77,77.8
"7VG0",38.66,77.79
"HWY",38.59,77.71
"VG29",37.97,76.71
"2VG8",37.87,76.73
"3VA4",37.86,76.74
"W13",38.08,78.94
"9VG",37.46,75.88
"VG64",37.56,76.85
"FYJ",37.52,76.76
"VG37",36.59,76.64
"3VA7",39.06,78.09
"W94",37.31,76.64
"JGG",37.24,76.72
"9VG9",39.37,78.3
"OKV",39.14,78.14
"3VA8",36.86,76.68
"VG22",37.88,78.89
"LNP",36.99,82.53
"VA41",37.93,75.61
"4VA4",38.93,78.54
"67VA",38.84,78.52
"VG55",38.88,78.56
"6VA9",36.84,80.24
"STT",18.34,64.97
"STX",17.7,64.8
"VT11",44.07,73.37
"VT09",44.11,73.29
"VT38",45.01,73.25
"VT46",44.87,73.29
"MPV",44.2,72.56
"DDH",42.89,73.25
"VT10",43.98,73.39
"VT73",43.95,73.32
"BTV",44.47,73.15
"VT62",44.39,72.35
"04VT",44.4,72.26
"VT12",44.29,73.28
"VT13",43.3,72.72
"VT15",44.7,73.25
"FSO",44.94,73.1
"VT01",44.28,72.94
"5B1",44.79,71.82
"88VT",44.88,73.35
"VT45",44.52,72.98
"VT03",44.09,72.98
"23VT",43.22,72.71
"VT17",43.37,72.67
"CDA",44.57,72.02
"6B0",43.98,73.1
"VT52",44.64,73.19
"VT64",44.52,72.64
"MVL",44.53,72.61
"VT44",44.53,72.58
"VT42",44.51,72.61
"EFK",44.89,72.23
"VT63",45,72.38
"VT53",44.12,73.38
"VT20",43.37,73.15
"2B9",43.88,72.25
"VT06",43,72.47
"VT55",43.9,72.58
"RUT",43.53,72.95
"VT23",44.37,73.25
"42VT",44.37,73.15
"VT8",44.36,73.24
"VT22",44.4,73.27
"37VT",43.87,73.32
"VT25",44.42,73.17
"VT26",44.63,73.31
"VSF",43.34,72.52
"VT43",43.02,72.65
"B06",44.2,73.35
"VT47",42.78,72.53
"VT30",44.16,72.83
"VT29",44.23,72.8
"0B7",44.12,72.83
"VT31",44.11,72.44
"VT33",44.11,73.38
"VT56",44.61,71.98
"4V8",42.93,72.87
"VT60",43.33,73.24
"VT14",44.05,73.19
"VT39",44.61,72.48
"94WA",47.08,123.77
"WA12",48.71,122.18
"WA57",48.31,117.84
"WA00",45.9,119.91
"WA80",45.89,122.55
"WA79",45.93,122.42
"74S",48.5,122.66
"WN18",48.46,122.54
"D69",46.07,116.97
"AWO",48.16,122.16
"89WA",48.27,122.02
"00WN",46.25,117.25
"WA84",47.28,122.15
"S50",47.33,122.23
"4W0",47.4,121.54
"6WA3",46.62,119.27
"59AS",45.85,122.54
"W58",45.76,122.52
"W52",45.83,122.58
"WA87",45.82,122.55
"BLI",48.79,122.54
"WA58",48.65,122.58
"WA93",48.65,122.58
"WA90",48.73,122.35
"WN30",46.92,118.09
"WA20",46.85,118.18
"52WA",46.93,117.98
"95WA",47.32,122.01
"51WA",47.27,122.07
"38WA",48.58,122.83
"PWT",47.49,122.76
"WA96",47.61,122.77
"S97",48.11,119.72
"WA16",46.8,123.54
"5WA9",45.72,122.54
"9WA7",47.22,122.13
"WN42",47.18,122.12
"WA97",46.44,120.34
"WN51",48.52,122.47
"BVS",48.47,122.42
"1W1",45.63,122.4
"8S2",47.51,120.48
"WN24",46.29,122.95
"WA99",46.33,122.89
"WT44",46.18,123.39
"78WA",48.49,122.83
"5WA7",45.72,120.98
"WA95",46.72,122.91
"WN89",47.89,117.34
"CLS",46.68,122.98
"0WA1",46.62,122.83
"FA99",46.59,122.87
"50WA",46.62,122.97
"S10",47.87,119.94
"WT03",47.9,119.9
"WA49",47.5,117.65
"1S9",48.31,117.74
"C72",47.98,117.54
"S93",47.19,120.88
"2W1",47.18,120.85
"63WA",47.83,117.27
"00W",46.67,117.44
"S94",46.86,117.41
"S95",46.05,118.42
"63S",48.54,117.88
"WA73",48.53,117.85
"WA72",48.64,117.94
"3W5",48.53,121.76
"WA14",46.66,118.83
"27WA",48.33,122.32
"S16",47.12,124.18
"WN10",45.99,122.38
"WA15",47.62,119.24
"WN40",48.19,122.64
"NRA",48.18,122.63
"0WA2",46.59,123.1
"1S2",48.26,121.61
"73WA",47.85,118.33
"68S",47.65,118.17
"WN07",48.5,122.81
"WA18",48.51,122.8
"WA52",47.96,117.6
"DEW",47.97,117.43
"WN14",47.84,117.45
"4WA8",48.83,122.26
"WA45",48,122.9
"90WA",48.71,123.02
"ESW",47.25,121.19
"WA35",48.62,122.95
"ORS",48.71,122.91
"2W3",46.87,122.26
"3W7",47.92,119.08
"WA21",48,117.26
"96VE",46.91,120.43
"74WT",47.11,120.71
"ELN",47.03,120.53
"WA47",47.15,120.64
"WT01",46.95,120.48
"WN64",46.97,120.46
"84WA",46.97,123.38
"4W8",46.99,123.43
"WN65",46.97,123.48
"WN76",47.24,121.92
"WN87",47.21,122.09
"WA77",47.2,122.02
"EPH",47.31,119.52
"WN34",46.53,122.68
"76WA",48.01,122.13
"96WA",47.9,122.16
"PAE",47.91,122.28
"7WA3",48.89,122.33
"1WA6",47.56,121.86
"WA88",48.89,122.56
"WN35",48.91,122.56
"7WA4",47.86,117.78
"S18",47.94,124.4
"GRF",47.08,122.58
"61WA",48.47,123.02
"FHR",48.52,123.02
"1WA9",48.54,123.05
"2WA3",48.68,123.21
"03WN",45.88,120.67
"S20",45.83,120.85
"2WN9",45.85,120.7
"9WA4",45.8,120.96
"2WA6",48,119.09
"WA25",48.1,122.02
"43IG",46.8,124.07
"21W",47.01,121.53
"80WA",48.04,122.77
"WA22",47.94,122.61
"WA26",46.41,120.63
"3WA2",47.49,118.25
"2WA8",47.38,118.3
"73WT",46.72,118.1
"HQM",46.97,123.94
"2WA9",46.29,118.1
"7W1",46.32,124
"S23",48.71,117.41
"3WA3",46.65,118.58
"4WA6",46.62,118.59
"W09",46.55,118.54
"3WA4",46.72,118.62
"86WA",47,122.24
"KLS",46.12,122.9
"WN08",48.91,122.11
"0WN2",46.13,119.02
"S98",46.22,119.21
"WA39",46.13,119.02
"S36",47.34,122.1
"05WN",48.7,118.05
"WA61",47.8,122.53
"WA37",46.91,120.44
"WA46",45.83,122.64
"WA29",45.9,122.59
"3WA9",46.96,122.8
"WA30",46.79,117.92
"WN53",48.11,122.06
"W10",48.02,122.44
"69S",49,118.22
"27W",47.82,120.72
"0S0",46.98,118.59
"4WA2",46.93,122.97
"00WA",47.18,122.77
"S31",48.48,122.94
"4WA4",48.54,122.89
"38W",48.96,122.46
"8W3",47.81,119.64
"91WA",46.71,119.8
"M94",46.69,119.92
"74WA",46.73,119.7
"W12",48.65,120.5
"WN47",47.08,123.27
"70S",47.79,117.36
"8AN6",47.66,117.68
"97WA",46.59,119.15
"5WA1",46.52,119.18
"WN31",46.6,119.06
"09S",48.84,117.28
"5WA2",47.87,121.9
"W16",47.87,122
"WN20",47.87,121.92
"WA41",46.6,122.48
"39P",46.55,122.27
"MWH",47.21,119.32
"W20",47.14,119.24
"WA07",48.37,122.34
"WA01",46.36,123.81
"WN54",47.74,117.07
"16WA",47.84,117.69
"1WN0",48.93,117.75
"OKH",48.25,122.67
"NUW",48.35,122.66
"75DC",47.14,117.24
"WN48",46.79,123.31
"WN88",46.52,124.03
"5WA8",47.04,124.15
"W04",47,124.14
"43D",47.35,118.68
"S35",48.36,119.57
"6WA2",47.11,122.82
"44T",46.99,122.83
"WN36",46.97,122.82
"14WA",46.97,122.74
"OLM",46.97,122.9
"OMK",48.46,119.52
"0WN9",48.43,119.49
"WN74",46.59,122.63
"WN59",46.54,122.72
"5WA5",47.76,120.15
"75WT",48.98,119.3
"0S7",48.96,119.41
"57WA",46.87,119.13
"6WA4",46.86,119.14
"S70",46.8,119.08
"55S",46.6,121.68
"WT88",46.84,117.06
"WN26",46.89,117.08
"6WA6",46.28,118.96
"53WA",46.29,118.98
"WN33",46.38,118.99
"WA24",46.4,119.02
"PSC",46.26,119.12
"WA76",45.96,119.62
"1RL",48.98,123.08
"58WA",46.51,117.45
"85WA",46.53,117.76
"7WA0",48.1,123.64
"WN21",48.08,123.4
"NOW",48.14,123.41
"CLM",48.12,123.5
"4WA9",47.43,122.67
"WN13",47.46,122.57
"0S9",48.05,122.81
"WA68",48.08,122.84
"WA42",47.97,122.77
"7WA7",46.32,119.62
"S40",46.21,119.79
"PUW",46.74,117.11
"PLU",47.1,122.29
"WN00",47.84,122.86
"UIL",47.94,124.56
"79WA",47.17,119.75
"WA74",47.23,119.91
"80T",47.21,119.84
"8WA0",46.88,122.6
"3WA0",46.9,122.67
"WN55",46.51,122.01
"WA08",47.72,117.91
"RNT",47.49,122.22
"R49",48.72,118.66
"RLD",46.31,119.3
"4S6",46.64,121.12
"33S",47.12,118.39
"8WA5",47.14,118.8
"9WA3",48.47,117.29
"WA09",48.61,123.14
"8W9",46.83,123.09
"20WA",46.82,123.03
"72S",47.24,117.42
"4WA0",46.94,119.74
"8WA6",46.92,119.59
"04WN",46.96,119.64
"BFI",47.53,122.3
"SEA",47.45,122.31
"WA56",48.51,122.09
"11S",48.27,124.31
"0WN1",46.75,120.6
"WN29",48.13,123.21
"2WA1",48.09,122.93
"WN23",48.1,123.18
"WN49",48.12,123.09
"WA59",48.12,123.18
"0WN0",48.14,123.11
"W28",48.1,123.19
"6WA5",48.57,122.95
"SHN",47.23,123.15
"8W5",47.66,122.73
"4WA1",45.61,122.2
"18JY",46.28,123.44
"S88",47.71,121.34
"S43",47.91,122.1
"WA04",47.81,122.04
"2S9",46.7,123.82
"02WA",47.15,122.09
"3B8",47.07,122.37
"S44",47.09,122.43
"WA62",47.47,117.42
"03WA",47.41,117.37
"SKA",47.62,117.66
"SFF",47.68,117.32
"12WA",47.52,117.46
"11WA",47.52,117.47
"10WA",47.55,117.41
"04WA",47.58,117.44
"WN92",47.61,117.18
"GEG",47.62,117.53
"WN61",47.73,117.28
"WN41",47.3,117.96
"WA23",48.02,117.74
"8WA7",47.12,117.57
"13W",48.26,122.44
"15WA",48.28,122.36
"16W",46.58,118
"6S9",48.35,120.72
"19WA",45.72,121.89
"7WA5",48.67,123.18
"S86",47.87,121.79
"1S5",46.33,119.97
"TCM",47.14,122.48
"TIW",47.27,122.58
"73S",47.24,117.04
"59WA",46.85,122.94
"65WA",46.84,122.92
"TDO",46.48,122.81
"WN05",46.51,122.79
"02WN",48.75,119.32
"WA70",48.58,118.98
"25WA",48.58,119.06
"5WA0",48.6,119.1
"W01",48.73,119.47
"36WA",45.96,121.5
"66WA",46,121.52
"39WA",47.85,117.78
"WS87",48.33,120.06
"2S0",48.35,120.09
"93WA",47.45,117.81
"W56",45.69,122.52
"VUO",45.62,122.66
"28WA",45.73,122.73
"WN95",46.88,119.89
"2S1",47.46,122.47
"WA69",47.4,122.5
"WT77",47.36,122.79
"30WA",46.32,118.18
"83WA",46.03,118.17
"9W2",46.02,118.37
"ALW",46.09,118.29
"33WA",47.05,118.85
"2S4",46.97,119.07
"WA78",45.63,122.18
"37WA",46.83,118.46
"35WA",46.75,118.42
"WN72",46.87,118.33
"2S5",47.66,120.06
"WN17",47.34,120.32
"EAT",47.4,120.21
"14S",46.9,124.1
"75WA",45.8,121.48
"WA66",45.81,121.5
"22WA",47.82,118.69
"42WA",47.82,118.8
"2S8",47.75,118.74
"WN15",47.13,122.06
"5W1",47.43,119.12
"1WA2",46.52,122.89
"S52",48.43,120.15
"W27",45.9,122.74
"WN45",46.78,120.44
"48WA",46.56,120.78
"55WA",46.53,120.76
"YKM",46.57,120.54
"49WA",46.85,122.52
"06WN",46.93,122.55
"68WA",46.39,120.22
"WI50",42.72,89.42
"3WI0",44.64,87.42
"1WI8",44.64,87.44
"WS36",44.27,89.44
"AHH",45.28,92.38
"WS14",44.46,89.36
"AIG",45.15,89.11
"9WN4",45.08,89.03
"ATW",44.26,88.52
"53WI",42.7,89.79
"28WI",44.6,92.05
"WS04",44.03,89.87
"WI51",43.32,89.32
"ASX",46.55,90.92
"WI54",45,90.15
"81WI",45.08,90.18
"52WI",45.16,90.06
"5WI0",44.7,91.13
"29WI",44.33,90.03
"WI14",44.97,92.39
"70WI",45.03,92.35
"WI29",44.91,92.48
"4WN5",45.46,92.38
"DLL",43.52,89.77
"34WI",43.42,89.77
"WI53",42.95,89.9
"9Y7",45.41,91.83
"WS19",46.89,90.82
"WN11",45.59,88
"WS25",45.58,87.85
"44C",42.5,88.97
"WI02",42.51,88.91
"31WN",43.99,88.96
"WI55",43.99,88.98
"03WI",44.03,88.88
"3WI3",44.77,89.41
"WN98",45.66,91.52
"WI12",45.71,91.63
"6WI3",45.68,91.56
"BCK",44.25,90.86
"7WI4",44.3,90.99
"WI49",44.29,91.23
"WI18",45.13,91.45
"WI56",42.88,90.86
"OVS",43.16,90.67
"WS91",43.21,90.66
"BDJ",46.14,89.65
"3T3",45.04,92.02
"2WN2",43.65,89.63
"WN63",42.54,88
"04WI",42.52,88.02
"WI58",42.52,88.03
"C37",42.59,89.38
"02C",43.09,88.18
"7WI5",42.88,89.4
"WN90",45.38,91.29
"WI10",46.45,91.62
"7WI8",44.78,87.6
"BUU",42.69,88.3
"3CU",46.19,91.25
"WI21",44.91,91.24
"VOK",43.94,90.25
"49C",42.53,88.16
"C74",42.7,90.96
"WI60",44.83,88.46
"75WI",43.59,87.78
"1WN2",43.33,88
"WI62",43.27,88
"40WI",44.06,91.43
"30WI",45.19,87.36
"Y23",45.31,91.64
"WS13",45.31,91.59
"3WN6",45.24,91.71
"3WN8",44.94,91.43
"3WI9",45,91.38
"WI32",44.99,91.33
"4WI0",44.93,91.27
"3WI6",42.59,88.87
"CLI",44.61,88.73
"WI52",44.62,88.67
"5WI8",45.08,88
"72WI",44.05,87.99
"9WN9",44.06,89.57
"WS09",44.01,89.52
"6WN6",43.38,89.01
"0WI1",45.51,92.14
"WI98",42.86,89.2
"2H3",45.17,91.11
"WI23",46.87,91.08
"59WI",43.03,89.19
"87WI",43.02,89.19
"Y55",45.52,88.93
"4WI2",45.61,89.02
"3D1",45.21,88.07
"4WI3",45.33,88.14
"UBE",45.51,91.98
"WI43",42.95,89.83
"WI65",43.22,89.47
"5WN2",43.27,89.48
"05WI",42.65,88.75
"WS12",43.26,89.32
"WS43",44.36,88.06
"C59",42.63,88.6
"WI66",42.59,88.66
"22WN",43.07,90.22
"83WI",44.97,90.35
"3WI7",43.03,88.46
"WI09",42.98,88.48
"5G4",46.35,91.5
"1WN1",43.67,88.2
"WI25",44.54,92.01
"WN99",44.66,91.81
"EGV",45.93,89.27
"WI69",42.8,88.33
"35WI",42.75,88.44
"57C",42.8,88.37
"4WI5",44.72,91.46
"EAU",44.87,91.48
"WI26",44.71,91.47
"61WI",43.71,88.29
"58C",42.87,89.08
"WN28",44.98,87.31
"WI00",44.87,89.23
"WS69",44.58,91.55
"WI05",44.81,91.68
"41WI",42.74,88.58
"WI70",42.71,88.64
"WI71",42.69,88.6
"WI72",42.8,90.57
"8WN8",45.24,87.07
"60C",43.71,90.26
"85WI",45.04,92.29
"3D2",45.14,87.19
"WI73",44,88.83
"26WI",45.7,91.3
"8WI8",42.98,90.65
"7WI0",43.37,91.11
"2WN7",43.95,88.67
"FLD",43.77,88.49
"7WI9",43.83,88.33
"1WI9",42.91,88.87
"WS49",42.91,88.88
"61C",42.96,88.82
"WI76",42.95,88.78
"47WI",42.89,88.81
"WS20",43.95,90.66
"62C",42.82,88.09
"58WI",45.65,92.37
"63C",43.96,89.79
"4WI8",44.05,91.38
"07WI",42.97,88.39
"64C",42.52,88.3
"WI77",43.21,88.16
"WS39",45.7,89.66
"WI61",43.35,87.99
"2WN6",44.53,90.42
"WS77",45.68,92.69
"GTG",45.8,92.66
"GRB",44.48,88.13
"WI78",44.43,87.94
"88WI",44.51,87.86
"2WS3",44.28,88.09
"WI79",44.85,90.56
"WN75",43.24,88.37
"HXF",43.35,88.39
"HYR",46.03,91.44
"WI81",42.52,90.59
"48WI",45.79,89.73
"WS67",46.8,91.21
"HBW",43.66,90.33
"4WN4",45.29,91.23
"36WI",44.03,91.3
"09WI",44,91.31
"9WI1",44.33,88.62
"32WI",44.32,88.7
"WI22",44.32,88.6
"02WI",45.03,92.66
"0WI5",42.79,87.89
"5WI6",44.37,91.4
"68C",44.51,89.03
"WS45",45.34,89.67
"Y77",46.58,91.46
"WI84",42.69,88.84
"JVL",42.62,89.04
"89WI",42.91,90.03
